movie_id;title;genres;avg_rating;num_votes;budget;revenue;release_date;original_language;popularity;keywords
tt0049223;Forbidden Planet;Adventure,Sci-Fi;7.5;54417;1900000.0;3250000.0;1956-03-23;en;20.414;flying saucer,rescue mission,space,alien planet,robot,sabotage,mysterious death,alien civilization,lone survivor,extinct race,invisible monster,ray weapons,mind enhancement,atomic power plant,romantic triangle
tt0049366;Invasion of the Body Snatchers;Drama,Horror,Sci-Fi;7.7;56340;417000.0;3000000.0;1956-02-05;en;22.963;small town,based on novel or book,alien,black and white,doctor,patient,alien invasion,psychiatrist,alien infection,angry mob,doppelgänger,mystery writer,emotionless,paranoid,abandoned mine,personality change,alien plant-life
tt0049406;The Killing;Crime,Drama,Film-Noir;7.9;100086;320000.0;0.0;1956-06-06;en;17.005;sniper,adultery,robbery,husband wife relationship,corruption,marriage crisis,gangster,ex-detainee,horse race,way of life,heist,femme fatale,film noir,bag of money,black and white
tt0049470;The Man Who Knew Too Much;Drama,Thriller;7.4;71209;1200000.0;11300000.0;1956-05-16;en;15.541;london, england,assassination,espionage,spy,scotland yard,bus,paranoia,morocco,remake,conspiracy,whodunit,british spy,american,political intrigue ,physician,frenchman,assassination attempt,cymbals,assassination plot
tt0049730;The Searchers;Adventure,Drama,Western;7.8;98175;3750000.0;0.0;1956-05-16;en;19.639;brother,native american,uncle,racist,prejudice,racism,massacre,desert,cavalry,reverend,comanche,technicolor,civil war veteran,abduction
tt0049833;The Ten Commandments;Adventure,Drama,Family;7.9;79122;13000000.0;122700000.0;1956-10-05;en;52.093;epic,egypt,israel,moses,ten commandments,christianity,slavery,miracle,bible,judaism,religion,ancient egypt,technicolor,old testament,pharaoh,passover,christian film
tt0050083;12 Angry Men;Crime,Drama;9.0;891281;397751.0;4360000.0;1957-04-10;en;59.835;death penalty,anonymity,court case,court,judge,jurors,father murder,class,heat,innocence,puerto rico,based on play or musical,courtroom,questioning,hostile,courtroom drama,cautionary,antagonistic,callous,doubtful,skeptical
tt0050212;The Bridge on the River Kwai;Adventure,Drama,War;8.1;237126;3000000.0;44908000.0;1957-10-11;en;22.837;japan,based on novel or book,resistance,river,world war ii,prisoner of war,thailand,bridge,burma,pacific war,bridge blowup
tt0050613;Throne of Blood;Drama;8.0;57021;0.0;13422.0;1957-01-15;ja;14.994;japan,samurai,based on novel or book,prophecy,castle,ambition,betrayal,ghost,jidaigeki,sengoku period,feudal lord,feudal japan
tt0050783;Nights of Cabiria;Drama;8.1;52686;0.0;752045.0;1957-10-03;it;16.528;rome, italy,optimism,house,poverty,prostitution,madonna,heartbreak,rescue from drowning,ostia italy,shrine,hypnotist,railway station,starving,accountant
tt0050825;Paths of Glory;Drama,War;8.4;218506;935000.0;1200000.0;1957-10-25;en;18.936;army,france,based on novel or book,general,germany,world war i,patriotism,cowardice,idealism,idealist,black and white,soldier,anti war,1910s,fighting the system
tt0050976;The Seventh Seal;Drama,Fantasy;8.1;202766;0.0;0.0;1957-02-16;sv;16.168;witch,dying and death,blacksmith,chess,countryside,allegory,crusade,artist,juggler,witch burning,last judgment,symbolism,sense of life,matter of life and death,grim reaper,black and white,demon,belief in god,middle ages (476-1453),meaning of life,virgin mary,black death,playing chess,death personified,death incarnate,life teacher,metaphysical,14th century,seeking a god,relaxed,metaphysical drama,metaphysics, mysticism, kabbalah, spiritism,the virgin mary
